"source","source_label","RMSE","MAE","delta","tau","residual_norm","target_norm","discrepancy_ratio","discrepancy_status"
"spike","Hidden narrow spike",0.0564213077253254,0.0142857192241513,3.5801239397896e-05,1.05,0.00163824733882939,0.0016382473388318,1.04999999999845,"root located"
"mixture","Broad plus sharp source",0.0955311737700162,0.0578053662109312,5.4009686527278e-05,1.05,0.0153838664133935,0.0153838664133935,1.05,"root located"
"dipole","Positive-negative dipole",0.105720525229264,0.0543195106991274,1.05172082980079e-05,1.05,0.00427263153032812,0.00427263153032749,1.05000000000015,"root located"
"ring","Ring-shaped source",0.222236449559026,0.141039963225782,5.48737459762408e-05,1.05,0.0125394842545055,0.0125394842545056,1.04999999999999,"root located"
"edge","Moving-edge source",0.396980861137258,0.301640033638418,3.68025609652496e-05,1.05,0.0361503228474811,0.0361503228473583,1.05000000000357,"root located"
"sine","Sine-cosine source",0.270480247758564,0.197547902644056,1.69719478665465e-05,1.05,0.0208242582951895,0.0208242582951895,1.05,"root located"
