"source","hyper_method","kernel","parameter","optimizer_value","natural_parameter","natural_value"
"spike","multistart_eb","rbf","log_ell",-3.44196040115502,"ell",0.0320018872565265
"spike","multistart_eb","rbf","log_sigma_f",-2.2964596437684,"sigma_f",0.100614424815411
"spike","multistart_eb","rbf","log_sigma_n",-9.80857698782841,"sigma_n",5.49780255606381e-05
"spike","multistart_eb","matern05","log_ell",-3.8324642539532,"ell",0.0216561834859354
"spike","multistart_eb","matern05","log_sigma_f",-2.2147906192824,"sigma_f",0.109176371282433
"spike","multistart_eb","matern05","log_sigma_n",-13.0139988036557,"sigma_n",2.22890794398885e-06
"spike","multistart_eb","matern15","log_ell",-3.67563662928618,"ell",0.0253332724847092
"spike","multistart_eb","matern15","log_sigma_f",-2.22448583264552,"sigma_f",0.108122997660811
"spike","multistart_eb","matern15","log_sigma_n",-13.0139988036557,"sigma_n",2.22890794398885e-06
"spike","multistart_eb","matern25","log_ell",-3.62620191212804,"ell",0.0266170867039028
"spike","multistart_eb","matern25","log_sigma_f",-2.2279850929205,"sigma_f",0.107745308352276
"spike","multistart_eb","matern25","log_sigma_n",-12.648032479229,"sigma_n",3.21387726424718e-06
"mixture","multistart_eb","rbf","log_ell",-1.60771870882499,"ell",0.200344136457379
"mixture","multistart_eb","rbf","log_sigma_f",-1.45909579499498,"sigma_f",0.23244635889698
"mixture","multistart_eb","rbf","log_sigma_n",-6.19119214208688,"sigma_n",0.00204738452456389
"mixture","multistart_eb","matern05","log_ell",-1.54874560002214,"ell",0.212514384738399
"mixture","multistart_eb","matern05","log_sigma_f",-1.27288350750776,"sigma_f",0.280023008070689
"mixture","multistart_eb","matern05","log_sigma_n",-6.21376430464807,"sigma_n",0.00200168829973647
"mixture","multistart_eb","matern15","log_ell",-1.54139638511121,"ell",0.214081951761498
"mixture","multistart_eb","matern15","log_sigma_f",-1.40057187745403,"sigma_f",0.246455981014016
"mixture","multistart_eb","matern15","log_sigma_n",-6.20011511241872,"sigma_n",0.0020291970370719
"mixture","multistart_eb","matern25","log_ell",-1.5547975703793,"ell",0.21123213795492
"mixture","multistart_eb","matern25","log_sigma_f",-1.42729136959513,"sigma_f",0.239958000326176
"mixture","multistart_eb","matern25","log_sigma_n",-6.1964157548805,"sigma_n",0.0020367176645958
"dipole","multistart_eb","rbf","log_ell",-2.9706053804572,"ell",0.0512722617095173
"dipole","multistart_eb","rbf","log_sigma_f",-1.19434805723062,"sigma_f",0.302901364179351
"dipole","multistart_eb","rbf","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern05","log_ell",-3.14692796585802,"ell",0.0429839724772504
"dipole","multistart_eb","matern05","log_sigma_f",-1.05760740536054,"sigma_f",0.347285731080726
"dipole","multistart_eb","matern05","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern15","log_ell",-3.04459249205963,"ell",0.0476157118151208
"dipole","multistart_eb","matern15","log_sigma_f",-1.11955302066183,"sigma_f",0.326425667548361
"dipole","multistart_eb","matern15","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"dipole","multistart_eb","matern25","log_ell",-3.01748821125336,"ell",0.0489239507875525
"dipole","multistart_eb","matern25","log_sigma_f",-1.14184486973669,"sigma_f",0.319229541306308
"dipole","multistart_eb","matern25","log_sigma_n",-12.05539585733,"sigma_n",5.81310412289455e-06
"ring","multistart_eb","rbf","log_ell",-1.32199871113204,"ell",0.266601908890958
"ring","multistart_eb","rbf","log_sigma_f",-1.58516267643259,"sigma_f",0.204914455652629
"ring","multistart_eb","rbf","log_sigma_n",-6.33703822498456,"sigma_n",0.0017695354490922
"ring","multistart_eb","matern05","log_ell",-1.82229534294097,"ell",0.16165427276821
"ring","multistart_eb","matern05","log_sigma_f",-1.25262062122942,"sigma_f",0.285754959256514
"ring","multistart_eb","matern05","log_sigma_n",-6.44185968196088,"sigma_n",0.00159344063071564
"ring","multistart_eb","matern15","log_ell",-1.56400992741834,"ell",0.209295127994714
"ring","multistart_eb","matern15","log_sigma_f",-1.46809180020824,"sigma_f",0.230364647821444
"ring","multistart_eb","matern15","log_sigma_n",-6.39021640417716,"sigma_n",0.0016778930590311
"ring","multistart_eb","matern25","log_ell",-1.48543105422779,"ell",0.226404726924837
"ring","multistart_eb","matern25","log_sigma_f",-1.52105550344148,"sigma_f",0.218481157592081
"ring","multistart_eb","matern25","log_sigma_n",-6.37248916221041,"sigma_n",0.00170790268333284
"edge","multistart_eb","rbf","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","rbf","log_sigma_f",0.138203045987538,"sigma_f",1.14820866576924
"edge","multistart_eb","rbf","log_sigma_n",-5.33170930755972,"sigma_n",0.00483579707926493
"edge","multistart_eb","matern05","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern05","log_sigma_f",-0.307337181210905,"sigma_f",0.735402595160625
"edge","multistart_eb","matern05","log_sigma_n",-5.35191037701063,"sigma_n",0.00473908889966877
"edge","multistart_eb","matern15","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern15","log_sigma_f",-0.183511205041093,"sigma_f",0.832342549253175
"edge","multistart_eb","matern15","log_sigma_n",-5.32963936306165,"sigma_n",0.00484581727787264
"edge","multistart_eb","matern25","log_ell",0.182321556793955,"ell",1.2
"edge","multistart_eb","matern25","log_sigma_f",-0.0765721613829192,"sigma_f",0.92628606979328
"edge","multistart_eb","matern25","log_sigma_n",-5.32865319615341,"sigma_n",0.00485059841962988
"sine","multistart_eb","rbf","log_ell",-1.32079486294987,"ell",0.266923050378353
"sine","multistart_eb","rbf","log_sigma_f",-0.355494635257173,"sigma_f",0.70082670386399
"sine","multistart_eb","rbf","log_sigma_n",-5.8090299612527,"sigma_n",0.00300033910634805
"sine","multistart_eb","matern05","log_ell",-1.71184900422753,"ell",0.180531679984982
"sine","multistart_eb","matern05","log_sigma_f",-0.302259471179997,"sigma_f",0.739146252855342
"sine","multistart_eb","matern05","log_sigma_n",-5.88884245253447,"sigma_n",0.00277018145825137
"sine","multistart_eb","matern15","log_ell",-1.39104803962423,"ell",0.248814400585768
"sine","multistart_eb","matern15","log_sigma_f",-0.400957611069316,"sigma_f",0.669678447389584
"sine","multistart_eb","matern15","log_sigma_n",-5.83315350146953,"sigma_n",0.00292882634376281
"sine","multistart_eb","matern25","log_ell",-1.31657649371087,"ell",0.26805140860584
"sine","multistart_eb","matern25","log_sigma_f",-0.386177965926391,"sigma_f",0.679649560453149
"sine","multistart_eb","matern25","log_sigma_n",-5.82018656541348,"sigma_n",0.00296705154394307
