"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,5.16,329.285044663707,NA,329.285044663707,NA,NA,NA
"spike","multistart_eb","matern05",0,12.61,329.266845768472,NA,329.266845768472,NA,NA,NA
"spike","multistart_eb","matern15",0,17.71,329.273928322176,NA,329.273928322176,NA,NA,NA
"spike","multistart_eb","matern25",0,17.78,329.276407023966,NA,329.276407023966,NA,NA,NA
"mixture","multistart_eb","rbf",0,4.22,221.594988382787,NA,221.594988382787,NA,NA,NA
"mixture","multistart_eb","matern05",0,5.02999999999999,221.586646303242,NA,221.586646303242,NA,NA,NA
"mixture","multistart_eb","matern15",0,4.83000000000001,221.585842840887,NA,221.585842840887,NA,NA,NA
"mixture","multistart_eb","matern25",0,4.59,221.586824772886,NA,221.586824772886,NA,NA,NA
"dipole","multistart_eb","rbf",0,11.92,265.831763299036,NA,265.831763299036,NA,NA,NA
"dipole","multistart_eb","matern05",0,10.39,265.560418331115,NA,265.560418331115,NA,NA,NA
"dipole","multistart_eb","matern15",0,11.56,265.723062855543,NA,265.723062855543,NA,NA,NA
"dipole","multistart_eb","matern25",0,11.7,265.763671268608,NA,265.763671268608,NA,NA,NA
"ring","multistart_eb","rbf",0,6.45,229.592496303739,NA,229.592496303739,NA,NA,NA
"ring","multistart_eb","matern05",0,5.40000000000001,229.568729081952,NA,229.568729081952,NA,NA,NA
"ring","multistart_eb","matern15",0,5.60999999999999,229.547015071883,NA,229.547015071883,NA,NA,NA
"ring","multistart_eb","matern25",0,6.76000000000002,229.544266814308,NA,229.544266814308,NA,NA,NA
"edge","multistart_eb","rbf",0,6.07999999999998,183.26080178723,NA,183.26080178723,NA,NA,NA
"edge","multistart_eb","matern05",0,4.41,181.948592911867,NA,181.948592911867,NA,NA,NA
"edge","multistart_eb","matern15",0,5.05999999999997,182.64266076406,NA,182.64266076406,NA,NA,NA
"edge","multistart_eb","matern25",0,5.44,182.934606044064,NA,182.934606044064,NA,NA,NA
"sine","multistart_eb","rbf",0,4.46000000000001,197.157493356355,NA,197.157493356355,NA,NA,NA
"sine","multistart_eb","matern05",0,4.5,195.985052392322,NA,195.985052392322,NA,NA,NA
"sine","multistart_eb","matern15",0,4.75,196.359518661593,NA,196.359518661593,NA,NA,NA
"sine","multistart_eb","matern25",0,4.98999999999998,196.564446898077,NA,196.564446898077,NA,NA,NA
