"source","hyper_method","kernel","convergence","runtime_seconds","log_marginal","log_prior","log_target","laplace_log_evidence","min_hessian_eigenvalue","regularised_hessian_eigenvalues"
"spike","multistart_eb","rbf",0,3.38,315.644819251152,NA,315.644819251152,NA,NA,NA
"spike","multistart_eb","matern05",0,3.56,315.625395832722,NA,315.625395832722,NA,NA,NA
"spike","multistart_eb","matern15",0,3.61,315.633215128662,NA,315.633215128662,NA,NA,NA
"spike","multistart_eb","matern25",0,3.3,315.63634478123,NA,315.63634478123,NA,NA,NA
"mixture","multistart_eb","rbf",0,1.88,219.231071027457,NA,219.231071027457,NA,NA,NA
"mixture","multistart_eb","matern05",0,1.78,218.412733231924,NA,218.412733231924,NA,NA,NA
"mixture","multistart_eb","matern15",0,1.89,218.780300347292,NA,218.780300347292,NA,NA,NA
"mixture","multistart_eb","matern25",0,1.71,218.927665681759,NA,218.927665681759,NA,NA,NA
"dipole","multistart_eb","rbf",0,1.95,265.146432322958,NA,265.146432322958,NA,NA,NA
"dipole","multistart_eb","matern05",0,2.64,265.01159900572,NA,265.01159900572,NA,NA,NA
"dipole","multistart_eb","matern15",0,2.33,265.066874037077,NA,265.066874037077,NA,NA,NA
"dipole","multistart_eb","matern25",0,2.37,265.087318134475,NA,265.087318134475,NA,NA,NA
"ring","multistart_eb","rbf",0,2.18,226.760892500898,NA,226.760892500898,NA,NA,NA
"ring","multistart_eb","matern05",0,2.06,226.066580179186,NA,226.066580179186,NA,NA,NA
"ring","multistart_eb","matern15",0,2.65,226.268060478653,NA,226.268060478653,NA,NA,NA
"ring","multistart_eb","matern25",0,2.44,226.386442338403,NA,226.386442338403,NA,NA,NA
"edge","multistart_eb","rbf",0,1.69,185.919517163143,NA,185.919517163143,NA,NA,NA
"edge","multistart_eb","matern05",0,2.17,185.45473353422,NA,185.45473353422,NA,NA,NA
"edge","multistart_eb","matern15",0,1.73,185.817186347941,NA,185.817186347941,NA,NA,NA
"edge","multistart_eb","matern25",0,1.67,185.887881795938,NA,185.887881795938,NA,NA,NA
"sine","multistart_eb","rbf",0,1.87,194.88478433071,NA,194.88478433071,NA,NA,NA
"sine","multistart_eb","matern05",0,1.77,194.091632734146,NA,194.091632734146,NA,NA,NA
"sine","multistart_eb","matern15",0,1.81,194.321862855591,NA,194.321862855591,NA,NA,NA
"sine","multistart_eb","matern25",0,1.83000000000001,194.446501173543,NA,194.446501173543,NA,NA,NA
